개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세업무구분명,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3020000,302000004820230001,2023-03-16,,폐업,2025-04-30,,,,0,,04352,페츠베리머치 카페,I,L00,2026-05-09 22:33:22,서울특별시 용산구 한강대로**길 **(남영동),,폐업,0002,03,07040102561,197601.685379703    ,449037.788561661    ,서울특별시 용산구 남영동 **-* ,2026-01-09 13:49:54
3020000,302000004820180027,2018-09-14,,폐업,2022-05-20,,,,0,,04401,메이펫케어,I,000,2026-05-09 22:33:20,"서울특별시 용산구 대사관로 **, *층 (한남동)",,폐업,0002,03,027974410,200175.519852569    ,447940.562169519    ,서울특별시 용산구 한남동 ***-*** *층 ,2022-05-23 09:51:40
3020000,302000004820180048,2018-10-26,,폐업,2020-06-24,,,,0,,04406,청화동물병원,I,000,2026-05-09 22:33:21,"서울특별시 용산구 보광로 **, 태광빌딩 *층 (이태원동)",,폐업,0002,03,027927602,199561.725326528    ,447651.513862738    ,서울특별시 용산구 이태원동 **-* 태광빌딩 *층 ,2022-04-28 18:11:00
3020000,302000004820190010,2019-12-04,,폐업,2021-11-23,,,,0,,04366,꼬리살랑,I,000,2026-05-09 22:33:21,"서울특별시 용산구 원효로 ***, *층 (원효로*가)",,폐업,0002,03,0216701612,196370.91788949     ,448005.891835529    ,서울특별시 용산구 원효로*가 **-* *층 ,2022-04-28 18:11:01
3020000,302000004820200007,2020-04-10,,폐업,2021-09-06,,,,0,,04417,(주)플래닛오브독스,I,L00,2026-05-09 22:33:21,"서울특별시 용산구 한남대로**길 **, 지하*층, 지상*층 (한남동)",,폐업,0002,03,027959644,200227.605775761    ,448888.288681311    ,"서울특별시 용산구 한남동 ***-*** 지하*층, 지상*층 ",2022-04-28 18:11:01
3020000,302000004820220004,2022-03-02,,폐업,2024-12-31,,,,0,,04366,루피네,I,000,2026-05-09 22:33:22,"서울특별시 용산구 새창로 ***-*, 성취빌딩 ***호 (원효로*가)",,폐업,0002,03,0264878716,196553.602952031    ,448051.04702993     ,서울특별시 용산구 원효로*가 **-* 성취빌딩 ***호,2024-12-31 13:05:20
3020000,302000004820180044,2018-09-21,,취소/말소/만료/정지/중지,2024-08-01,,,,0,,04391,우쭈쭈,I,000,2026-05-09 22:33:21,"서울특별시 용산구 이태원로**길 **-*, *층 (이태원동)",,말소,0004,04,0262127411,199396.732140732    ,447874.334199952    ,서울특별시 용산구 이태원동 ***-** *층 ,2024-08-02 17:21:25
3020000,302000004820230002,2023-07-21,,폐업,2024-12-02,,,,0,,04345,올리스펫하우스,I,000,2026-05-09 22:33:22,"서울특별시 용산구 회나무로**길 **, *층 (이태원동)",,폐업,0002,03,,199136.135911592    ,448569.072922266    ,서울특별시 용산구 이태원동 ***-*** ,2024-12-03 10:24:23
3020000,302000004820180004,2018-05-18,,영업/정상,,,,,0,,04419,더힐동물의료센터,I,000,2026-05-09 22:33:19,"서울특별시 용산구 독서당로 **-*, 아이리스프라자 지상*층 (한남동)",,정상,0000,01,027928275,200779.182          ,448049.195666666    ,서울특별시 용산구 한남동 **-* 아이리스프라자 *층 ,2022-04-28 18:10:59
3020000,302000004820180011,2018-09-06,,영업/정상,,,,,0,,04345,이태원동물병원,I,L00,2026-05-09 22:33:20,"서울특별시 용산구 녹사평대로 ***, *층 (이태원동)",,정상,0000,01,027976677,198802.476070336    ,448239.820740686    ,서울특별시 용산구 이태원동 *** ,2023-07-26 13:59:57
3020000,302000004820180013,2018-09-06,,영업/정상,,,,,0,,04426,(주)이상윤동물병원,I,L00,2026-05-09 22:33:20,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",,정상,0000,01,027925455,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호,2022-04-28 18:11:00
3020000,302000004820180015,2018-09-06,,영업/정상,,,,,0,,04426,베이동물병원,I,000,2026-05-09 22:33:20,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",,정상,0000,01,027497588,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호,2022-04-28 18:11:00
3020000,302000004820180019,2018-09-06,,영업/정상,,,,,0,,04403,펫토이동물병원,I,000,2026-05-09 22:33:20,서울특별시 용산구 대사관로 ** (한남동),,정상,0000,01,027952184,200079.108817319    ,447917.947059496    ,서울특별시 용산구 한남동 ***-** ,2022-04-28 18:11:00
3020000,302000004820180029,2018-09-14,,영업/정상,,,,,0,,04325,남산동물병원,I,000,2026-05-09 22:33:20,서울특별시 용산구 후암로 ** (후암동),,정상,0000,01,027787582,197907.242547187    ,449803.89961095     ,서울특별시 용산구 후암동 **-* ,2022-04-28 18:11:00
3020000,302000004820180031,2018-09-14,,영업/정상,,,,,0,,04344,라온동물병원,I,000,2026-05-09 22:33:20,서울특별시 용산구 회나무로**길 * (이태원동),,정상,0000,01,027927585,199007.769113841    ,448599.20104052     ,서울특별시 용산구 이태원동 ***-** ,2024-05-23 16:29:01
3020000,302000004820180033,2018-09-14,,영업/정상,,,,,0,,04359,민트동물병원,I,000,2026-05-09 22:33:20,"서울특별시 용산구 원효로 **, ***호 (산천동, 삼성테마트)",,정상,0000,01,027072235,195547.140326252    ,447976.775939762    ,서울특별시 용산구 산천동 *** 삼성테마트 ***호,2022-04-28 18:11:00
3020000,302000004820180035,2018-09-14,,영업/정상,,,,,0,,04418,달래동물의료센터,I,000,2026-05-09 22:33:20,"서울특별시 용산구 한남대로 **, 한남프라자 *층 (한남동)",,정상,0000,01,027941255,200506.187313451    ,448146.173245501    ,서울특별시 용산구 한남동 ***-** 한남프라자 *층 ,2024-09-28 17:03:17
3020000,302000004820180042,2018-09-21,,영업/정상,,,,,0,,04385,바다동물병원,I,000,2026-05-09 22:33:21,"서울특별시 용산구 서빙고로 **, ***동 B**호 (용산동*가, 파크타워)",,정상,0000,01,027922561,197338.915067396    ,446893.484429691    ,서울특별시 용산구 용산동*가 ** 파크타워 ***동 B**호,2022-04-28 18:11:00
3020000,302000004820190005,2019-04-04,,영업/정상,,,,,0,,04338,펫그라운드_해방촌,I,000,2026-05-09 22:33:21,"서울특별시 용산구 신흥로 **, 지하*층 (용산동*가)",,정상,0000,01,027499990,198824.282615415    ,449019.314987909    ,서울특별시 용산구 용산동*가 **-* 지하*층 ,2023-03-28 09:14:03
3020000,302000004820190006,2019-04-19,,영업/정상,,,,,0,,04309,원스동물병원,I,000,2026-05-09 22:33:21,"서울특별시 용산구 청파로**길 **, 지상*층 (청파동*가)",,정상,0000,01,027198275,197234.131475852    ,449191.560826572    ,서울특별시 용산구 청파동*가 **-** 지상*층 ,2022-04-28 18:11:00
3020000,302000004820200003,2020-01-28,,영업/정상,,,,,0,,04317,도기캠프,I,000,2026-05-09 22:33:21,"서울특별시 용산구 백범로 ***, 상가동 B***,B***호 (효창동, 용산 롯데캐슬 센터포레)",,정상,0000,01,027145999,196704.745506143    ,448591.786383215    ,"서울특별시 용산구 효창동 **-* 용산 롯데캐슬 센터포레 B***,B***호 ",2022-04-28 18:11:01
3020000,302000004820200011,2020-08-24,,영업/정상,,,,,0,,04346,아츠,I,000,2026-05-09 22:33:21,서울특별시 용산구 회나무로**길 ** (이태원동),,정상,0000,01,,199255.964453454    ,448561.235681106    ,서울특별시 용산구 이태원동 ***-* ,2023-11-24 09:06:05
3020000,302000004820200013,2020-12-01,,영업/정상,,,,,0,,04387,다줄,I,000,2026-05-09 22:33:22,"서울특별시 용산구 서빙고로 **, 용산센트럴파크 해링턴스퀘어 *층 **호 (한강로*가)",,정상,0000,01,027980077,197056.728931087    ,447077.126289262    ,서울특별시 용산구 한강로*가 **-** 용산센트럴파크 해링턴스퀘어 *층 **호 ,2022-04-28 18:11:01
3020000,302000004820210007,2021-04-12,,영업/정상,,,,,0,,04351,베럴라이프(BetterLife),I,000,2026-05-09 22:33:22,"서울특별시 용산구 이태원로 ***-*, *층 (이태원동)",,정상,0000,01,,199003.844877925    ,448030.3064588      ,서울특별시 용산구 이태원동 **-** *층 ,2024-08-14 15:54:14
3020000,302000004820210009,2021-07-12,,영업/정상,,,,,0,,04345,케이나인클럽하우스(K9 ClubHouse),I,000,2026-05-09 22:33:22,서울특별시 용산구 회나무로 **-*(이태원동),,정상,0000,01,,199095.51043807     ,448569.368547126    ,서울특별시 용산구 이태원동 ***-** ,2022-04-28 18:11:01
3020000,302000004820210010,2021-07-19,,영업/정상,,,,,0,,04425,금강동물병원,I,000,2026-05-09 22:33:22,"서울특별시 용산구 이촌로 ***, 렉스상가 *-*, *-*호 (이촌동)",,정상,0000,01,027987512,198165.767858385    ,446185.244544796    ,"서울특별시 용산구 이촌동 ***-*** 렉스상가 *-*,*-*호 ",2022-04-28 18:11:01
3020000,302000004820210012,2021-10-08,,영업/정상,,,,,0,,04419,하울팟 한남점,I,L00,2026-05-09 22:33:22,"서울특별시 용산구 독서당로 ***, *,*층 (한남동)",,정상,0000,01,,200955.892430557    ,448262.752932404    ,서울특별시 용산구 한남동 *-* ,2024-07-30 11:14:13
3020000,302000004820210013,2021-10-20,,영업/정상,,,,,0,,04364,프리독스,I,000,2026-05-09 22:33:22,"서울특별시 용산구 원효로 ***-*, *층 (원효로*가)",,정상,0000,01,,196692.10104013     ,448261.78417646     ,서울특별시 용산구 원효로*가 **-* *층 ,2022-04-28 18:11:01
3020000,302000004820210015,2021-11-03,,영업/정상,,,,,0,,04346,독클래스,I,L00,2026-05-09 22:33:22,"서울특별시 용산구 회나무로**길 *, *,*층 (이태원동)",,정상,0000,01,0260144242,199563.989700202    ,448722.238885216    ,"서울특별시 용산구 이태원동 *-* *,*층 ",2022-09-05 20:30:40
3020000,302000004820220003,2022-01-06,,영업/정상,,,,,0,,04315,개님살롱,I,000,2026-05-09 22:33:22,"서울특별시 용산구 원효로**길 **, *층 ***호 (원효로*가, 용산더프라임)",,정상,0000,01,027049887,197287.50506674     ,448662.153501017    ,서울특별시 용산구 원효로*가 ** 용산더프라임 주거동 ***호,2022-04-28 18:11:01
3020000,302000004820220005,2022-06-28,,영업/정상,,,,,0,,04390,아이조아 요양보호소 서울점,I,000,2026-05-09 22:33:22,"서울특별시 용산구 녹사평대로**길 **, *층 (이태원동)",,정상,0000,01,,199069.934522247    ,447914.896960472    ,서울특별시 용산구 이태원동 **-** *층 ,2022-06-30 13:34:30
3020000,302000004820220006,2022-10-17,,영업/정상,,,,,0,,04385,쿠이다르,I,000,2026-05-09 22:33:22,"서울특별시 용산구 서빙고로 **, ***호 (용산동*가, 파크타워아파트)",,정상,0000,01,,197527.309705578    ,446787.344790036    ,서울특별시 용산구 용산동*가 **-* 파크타워아파트 ,2022-10-17 11:44:01
3020000,302000004820230003,2023-10-26,,영업/정상,,,,,0,,04351,플러피캣(fluffy cat),I,000,2026-05-09 22:33:22,"서울특별시 용산구 이태원로 ***, *층 (이태원동)",,정상,0000,01,,,,서울특별시 용산구 이태원동 ***-** ,2023-10-26 09:11:46
3020000,302000004820240001,2024-05-13,,영업/정상,,,,,0,,04315,호텔 독스,I,L00,2026-05-09 22:33:23,"서울특별시 용산구 청파로 ***, ***, ***, ***호 (문배동, 이안용산프리미어)",,정상,0000,01,0218117161,197308.277067723    ,448484.960682783    ,서울특별시 용산구 문배동 *-* 이안용산프리미어 ,2024-05-13 07:55:07
3020000,302000004820240002,2024-06-28,,영업/정상,,,,,0,,04426,안녕네모,I,000,2026-05-09 22:33:23,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",,정상,0000,01,,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 ***-** 한강맨션 ,2024-06-28 09:05:20
3020000,302000004820240003,2024-07-08,,영업/정상,,,,,0,,04392,멍멍샵 플러스,I,000,2026-05-09 22:33:23,"서울특별시 용산구 보광로 **, *층 (이태원동)",,정상,0000,01,027950765,199489.545994127    ,447671.440527924    ,서울특별시 용산구 이태원동 **-* ,2024-07-08 14:22:16
3020000,302000004820240005,2024-10-24,,영업/정상,,,,,0,,04410,멍키즈,I,000,2026-05-09 22:33:23,"서울특별시 용산구 독서당로 **, ***동 ***호 (한남동)",,정상,0000,01,,200580.674245336    ,447632.608371695    ,서울특별시 용산구 한남동 ***-* ,2024-10-24 18:44:29
3020000,302000004820240006,2024-12-10,,영업/정상,,,,,0,,04401,너즐리,I,000,2026-05-09 22:33:23,"서울특별시 용산구 대사관로**길 *, ***플레이스 지*층 (한남동)",,정상,0000,01,,200433.823950083    ,447936.029078731    ,서울특별시 용산구 한남동 ***-*** ,2024-12-10 18:41:32
3020000,302000004820250001,2025-04-15,,영업/정상,,,,,0,,04378,스니퍼(sniffur),I,000,2026-05-09 22:33:23,"서울특별시 용산구 한강대로 **, *층 ***호 (한강로*가, 용산푸르지오써밋)",,정상,0000,01,,196861.350875235    ,447226.720509901    ,서울특별시 용산구 한강로*가 *** 용산푸르지오써밋 ,2025-04-15 16:26:06
3020000,302000004820250002,2025-08-05,,영업/정상,,,,,0,,04359,REST & GROW,I,000,2026-05-09 22:33:23,"서울특별시 용산구 원효로 **, *층 ***호 (산천동, 삼성테마트)",,정상,0000,01,,195547.140326252    ,447976.775939762    ,서울특별시 용산구 산천동 *** 삼성테마트 ,2025-08-05 08:59:49
3020000,302000004820250003,2025-08-08,,영업/정상,,,,,0,,04410,HRC 런 클럽,I,000,2026-05-09 22:33:23,"서울특별시 용산구 독서당로 **, *층 (한남동)",,정상,0000,01,,200531.856855911    ,447859.178303775    ,서울특별시 용산구 한남동 **-* ,2025-08-08 17:38:47
3020000,302000004820250004,2025-10-31,,영업/정상,,,,,0,,04317,놀러오개 애견유치원 애견호텔 용산점,I,L00,2026-05-09 22:33:23,"서울특별시 용산구 효창원로**길 **, 잉한빌딩 *층 (효창동)",,정상,0000,01,,196624.028530468    ,448612.538602611    ,서울특별시 용산구 효창동 *-*** 잉한빌딩 ,2025-10-31 09:49:33
3020000,302000004820180024,2018-09-14,,폐업,2020-11-23,,,,0,,04345,다독,I,000,2026-05-09 22:33:20,"서울특별시 용산구 녹사평대로**길 *, *층 (이태원동)",,폐업,0002,03,027499519,198791.952672996    ,448364.553023469    ,서울특별시 용산구 이태원동 *** *층 ,2022-04-28 18:11:00
3030000,303000004820180066,2018-11-02,,폐업,2022-05-20,,,,0,,04804,24시LC동물의료센터,I,000,2026-05-06 22:03:40,"서울특별시 성동구 천호대로 ***, 동부한의원약국 (용답동)",,폐업,0002,03,0233947530,204590.476506461    ,451570.344198532    ,서울특별시 성동구 용답동 **-* 동부한의원약국 ,2022-05-20 17:40:30
3030000,303000004820210006,2021-03-23,,폐업,2025-12-26,,,,0,,04700,펫살롱,I,000,2026-05-06 22:03:41,"서울특별시 성동구 마장로 ***, ***호 (상왕십리동, 텐즈힐)",,폐업,0002,03,,202113.869605464    ,451897.581865192    ,서울특별시 성동구 상왕십리동 *** 텐즈힐 ***호,2025-12-26 16:17:48
3030000,303000004820190007,2019-04-10,,폐업,2024-01-25,,,,0,,04778,댕댕이 하우스,I,000,2026-05-06 22:03:40,"서울특별시 성동구 왕십리로 ***, *층 (성수동*가)",,폐업,0002,03,029895779,203889.052980599    ,449466.396545778    ,서울특별시 성동구 성수동*가 ***-**** ,2024-01-29 11:32:34
3030000,303000004820190013,2019-06-25,,폐업,2023-11-22,,,,0,,04784,강아지,I,000,2026-05-06 22:03:40,"서울특별시 성동구 뚝섬로**길 *, *층 (성수동*가)",,폐업,0002,03,,205011.023216217    ,448482.041463055    ,서울특별시 성동구 성수동*가 ***-* ,2023-11-23 13:13:52
3030000,303000004820190016,2021-12-29,,폐업,2024-11-06,,,,0,,04765,주식회사 바우라움 서울숲,I,L00,2026-05-06 22:03:40,"서울특별시 성동구 왕십리로 ***, *층 ***호 (행당동, 서울숲 더샵)",,폐업,0002,03,0264546180,203481.628249668    ,450468.773302861    ,서울특별시 성동구 행당동 *** 서울숲 더샵 ***호,2024-11-07 14:57:37
3030000,303000004820200007,2020-04-17,,폐업,2022-11-09,,,,0,,04714,개깎쟁이,I,000,2026-05-06 22:03:41,"서울특별시 성동구 왕십리로**길 **, 정우빌딩 (행당동)",,폐업,0002,03,,202830.257736293    ,451003.783410008    ,서울특별시 성동구 행당동 ***-** 정우빌딩 ,2022-11-10 09:11:04
3030000,303000004820230001,2023-01-06,,폐업,2025-11-25,,,,0,,04779,펌킨 펫하우스 서울숲,I,L00,2026-05-06 22:03:41,"서울특별시 성동구 상원*길 **, 굿타워 *층 (성수동*가)",,폐업,0002,03,024995955,204220.329695455    ,449266.773623957    ,서울특별시 성동구 성수동*가 ***-**** 굿타워 ,2025-12-04 17:56:47
3030000,303000004820230004,2023-12-21,,폐업,2024-01-29,,,,0,,04775,F.A.M 애견스쿨,I,000,2026-05-06 22:03:41,"서울특별시 성동구 뚝섬로 ***, B*층 (성수동*가)",,폐업,0002,03,,204392.510066766    ,448620.419650864    ,서울특별시 성동구 성수동*가 ***-** B*호,2024-01-30 09:08:50
3030000,303000004820180032,2018-09-14,,폐업,2020-02-04,,,,0,,04707,SL동물병원,I,000,2026-05-06 22:03:38,"서울특별시 성동구 왕십리로 ***, *층 (도선동)",,폐업,0002,03,0222998575,202795.584166507    ,451229.645563358    ,서울특별시 성동구 도선동 ***-* ,2022-04-28 18:10:56
3030000,303000004820180001,2018-04-30,,폐업,2023-05-18,,,,0,,04781,(주)이마트 성수점 몰리스,I,L00,2026-05-06 22:03:36,"서울특별시 성동구 뚝섬로 ***, 이마트 성수점 (성수동*가)",,폐업,0002,03,0221045024,204614.272744322    ,448607.441251647    ,서울특별시 성동구 성수동*가 ***-** 이마트 성수점 ,2023-05-19 13:26:59
3030000,303000004820180006,2018-07-17,,폐업,2020-04-28,,,,0,,04721,신당햇살동물병원,I,000,2026-05-06 22:03:36,서울특별시 성동구 행당로*길 ** (금호동*가),,폐업,0002,03,0222994696,202087.93384541     ,450566.859958878    ,서울특별시 성동구 금호동*가 ***-** ,2022-04-28 18:10:55
3030000,303000004820180008,2018-07-19,,폐업,2023-11-01,,,,0,,04737,펫365동물병원,I,000,2026-05-06 22:03:36,"서울특별시 성동구 독서당로 ***, 김진산부인과 *층 (금호동*가)",,폐업,0002,03,0222823653,202164.820244902    ,449516.520929115    ,서울특별시 성동구 금호동*가 *** 김진산부인과 ,2024-01-12 18:04:04
3030000,303000004820180009,2018-08-03,,폐업,2020-04-08,,,,0,,04722,동물병원 소풍,I,000,2026-05-06 22:03:37,"서울특별시 성동구 금호로 ***, *층 **호 (금호동*가, 신금호파크자이)",,폐업,0002,03,0222371975,201575.718800759    ,450352.896494178    ,서울특별시 성동구 금호동*가 * 신금호파크자이 ,2022-04-28 18:10:55
